Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Expenditure Purpose,Merchant Category
06/07/2014,DCC ORCHARD LEA RESI 0474050 (00474050),TESCO DELIVERY SAVER2,6.00,Mail Order / Direct Selling,Continuous subscriptions
06/07/2014,DCC BUCKLAND BREWER SCH (00447141),MORRISONS STORES,33.30,General Retail and Wholesale,Grocery stores
06/07/2014,DCC BUCKLAND BREWER SCH (00447141),MORRISONS STORES,2.00,General Retail and Wholesale,Grocery stores
06/07/2014,DCC BUCKLAND BREWER SCH (00447141),MORRISONS STORES,5.41,General Retail and Wholesale,Grocery stores
06/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),TESCO-STORES-6106,16.57,General Retail and Wholesale,Grocery stores
06/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),TESCO-STORES-6106,13.05,General Retail and Wholesale,Grocery stores
06/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),PAYPAL  COMPLETE CA,17.09,Medical Supplies and Services,"Laboratory, medical & hospital equipment"
07/07/2014,DCC WHITCHURCH - C 0559309 (00559309),Amazon  Mktplce EU-UK,6.79,Books and Periodicals,Book stores
07/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,19.19,Books and Periodicals,Book stores
07/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,50.98,Books and Periodicals,Book stores
07/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,42.75,Books and Periodicals,Book stores
07/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),THE BOOK PEOPLE,31.29,Books and Periodicals,Book stores
07/07/2014,D C C - BIDEFORD COLLEGE (00247481),WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
07/07/2014,DCC-BASSETTS FARM PR 0487469 (00487469),ASDA HOME DELIVERY,87.86,General Retail and Wholesale,Grocery stores
07/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),CO-OP GROUP 380572,7.18,General Retail and Wholesale,Grocery stores
07/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORE 2083,-10.09,General Retail and Wholesale,Grocery stores
07/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORE 2083,107.56,General Retail and Wholesale,Grocery stores
07/07/2014,DCC CHARLTON LODGE C0554043 (00554043),TESCO STORES 5138,34.95,General Retail and Wholesale,Grocery stores
07/07/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,10.50,General Retail and Wholesale,Grocery stores
07/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),TESCO STORES 6269,116.99,General Retail and Wholesale,Grocery stores
07/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,2.60,General Retail and Wholesale,Record shops
07/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,12.16,General Retail and Wholesale,Record shops
07/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,10.41,General Retail and Wholesale,Record shops
07/07/2014,DCC-OUR SCH. FED-0467699 (00467699),DIRECTSOURCEUK.COM,65.52,General Retail and Wholesale,Sporting goods shops
07/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),WWW.CARTRIDGEPEOPLE.CO,33.78,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
08/07/2014,D C C - BIDEFORD COLLEGE (00247481),4 Q D,45.01,Professional Services,"Architectural, engineering & surveying"
08/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),Amazon  Mktplce EU-UK,1.89,Books and Periodicals,Book stores
08/07/2014,DCC WHITCHURCH - C 0559309 (00559309),Amazon  Mktplce EU-UK,6.10,Books and Periodicals,Book stores
08/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),BOOKDEPOSITORY.COM,353.32,Books and Periodicals,Book stores
08/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon EU,119.00,Mail Order / Direct Selling,Direct sales companies
08/07/2014,WEST EXE TECHNOLOGY COLLEGE (00246772),RS COMPONENTS,35.56,Building Materials,Electrical parts & equipment
08/07/2014,DCC - DAVEY COURT - C 0467695 (00467695),TESCO STORE 2487,175.30,General Retail and Wholesale,Grocery stores
08/07/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,5.00,General Retail and Wholesale,Grocery stores
08/07/2014,DCC - EXETER LEARNING DIS (IH) (00311773),RADMORE & TUCKER,57.70,General Retail and Wholesale,Hardware stores
08/07/2014,DCC WHITCHURCH - C 0559309 (00559309),Amazon  Mktplce EU-UK,8.25,General Retail and Wholesale,Miscellaneous retail
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon  Mktplce EU-UK,117.40,Books and Periodicals,Book stores
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon  Mktplce EU-UK,10.95,Books and Periodicals,Book stores
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon  Mktplce EU-UK,39.90,Books and Periodicals,Book stores
09/07/2014,DCC COCKWOOD P.SCH-0479007 (00479007),Amazon  Mktplce EU-UK,9.78,Books and Periodicals,Book stores
09/07/2014,DCC HATHERLEIGH PS-C 0514362 (00514362),Amazon  Mktplce EU-UK,55.44,Books and Periodicals,Book stores
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,189.90,Books and Periodicals,Book stores
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,1.76,Books and Periodicals,Book stores
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,12.25,Books and Periodicals,Book stores
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,12.27,Books and Periodicals,Book stores
09/07/2014,DCC WHITCHURCH - C 0559309 (00559309),Amazon  Mktplce EU-UK,8.67,Books and Periodicals,Book stores
09/07/2014,DCC WHITCHURCH - C 0559309 (00559309),Amazon  Mktplce EU-UK,5.27,Books and Periodicals,Book stores
09/07/2014,DCC WILLAND SCH-C 0509473 (00509473),Amazon  Mktplce EU-UK,11.98,Books and Periodicals,Book stores
09/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,-18.94,Books and Periodicals,Book stores
09/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,19.99,Books and Periodicals,Book stores
09/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,25.26,Books and Periodicals,Book stores
09/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,42.18,Books and Periodicals,Book stores
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),WWW.TEACHERTOTEACHER.C,26.95,Books and Periodicals,Book stores
09/07/2014,WEST EXE TECHNOLOGY COLLEGE (00246772),LOVE2REWARD.CO.UK,113.50,Leisure Activities,"Civic, social & fraternal associations"
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),WWW.DEVONFA.COM,72.00,Leisure Activities,"Civic, social & fraternal associations"
09/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),WWW.EXPANSYS.COM,199.97,Computer Equipment & Services,"Computers, peripherals & software"
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon EU,10.12,Mail Order / Direct Selling,Direct sales companies
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon EU,9.30,Mail Order / Direct Selling,Direct sales companies
09/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon EU,5.06,Mail Order / Direct Selling,Direct sales companies
09/07/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,11.50,Mail Order / Direct Selling,Direct sales companies
09/07/2014,DCC WILLAND SCH-C 0509473 (00509473),HEATHCOAT FABRICS LTD,12.48,General Retail and Wholesale,Drapery & upholstery shops
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),PAYPAL  REAL CAMERA,25.98,General Retail and Wholesale,Electronics shops
09/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),CO-OP GROUP 380572,8.43,General Retail and Wholesale,Grocery stores
09/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORE 2083,50.40,General Retail and Wholesale,Grocery stores
09/07/2014,DCC CHARLTON LODGE C0554043 (00554043),TESCO STORES 5138,75.12,General Retail and Wholesale,Grocery stores
09/07/2014,DCC WEST HILL PRIMARY SCHOOL (00446997),MARTIN MCCOLL 5983,4.38,Catering and Catering Supplies,Misc Food stores
09/07/2014,DCC WILLAND SCH-C 0509473 (00509473),WWW.PARTYRAMA.CO.UK,37.95,General Retail and Wholesale,Miscellaneous retail
09/07/2014,DCC WEST HILL PRIMARY SCHOOL (00446997),POST OFFICE COUNTER,25.00,Mail and Courier Services,Postal services
09/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),MODMYPI LTD,125.85,Computer Equipment & Services,"Programming, data processing & system design"
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,24.31,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,0.01,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,17.06,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,24.31,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,10.40,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,7.58,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,19.06,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,6.92,General Retail and Wholesale,Record shops
09/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ITUNES.COM/BILL,24.31,General Retail and Wholesale,Record shops
09/07/2014,DCC EAST DEVON LEARN DISB SERV (00308185),HOMEBASE LTD,27.54,Building Materials,Timber & building supplies
10/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon  Mktplce EU-UK,23.74,Books and Periodicals,Book stores
10/07/2014,D C C - BIDEFORD COLLEGE (00247481),Amazon  Mktplce EU-UK,2.85,Books and Periodicals,Book stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,34.70,Books and Periodicals,Book stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,1.87,Books and Periodicals,Book stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,2.70,Books and Periodicals,Book stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,0.01,Books and Periodicals,Book stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,19.44,Books and Periodicals,Book stores
10/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),Amazon  Mktplce EU-UK,16.85,Books and Periodicals,Book stores
10/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,18.49,Books and Periodicals,Book stores
10/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,1.84,Books and Periodicals,Book stores
10/07/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,25.22,Mail Order / Direct Selling,Direct sales companies
10/07/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,6.00,General Retail and Wholesale,Grocery stores
10/07/2014,DCC BUCKLAND BREWER SCH (00447141),ELECTRONIC TEMPERATURE,145.20,General Retail and Wholesale,Miscellaneous retail
10/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),999INKS.COM,49.93,"Office Stationery, Equipment and Supplies",Photocopy & reproduction services
10/07/2014,DCC - WITHERIDGE PRIM SCHOOL (00347015),W M MORRISON,10.00,Automotive Fuel,Service stations
10/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),DIRECTSOURCEUK.COM,75.52,General Retail and Wholesale,Sporting goods shops
10/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),WWW.CARTRIDGESAVE.CO.U,38.86,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
10/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),LIV SUPPLIES LTD,242.62,Building Materials,Timber & building supplies
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,10.49,Books and Periodicals,Book stores
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,6.10,Books and Periodicals,Book stores
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,4.47,Books and Periodicals,Book stores
11/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),Amazon  Mktplce EU-UK,15.28,Books and Periodicals,Book stores
11/07/2014,DCC-BASSETTS FARM PR 0487469 (00487469),Amazon  Mktplce EU-UK,2.81,Books and Periodicals,Book stores
11/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,18.24,Books and Periodicals,Book stores
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),PAYPAL  DJSAUNDERS,69.90,Books and Periodicals,Book stores
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),PAYPAL  DJSAUNDERS,-69.90,Books and Periodicals,Book stores
11/07/2014,DCC - ST ANDREWS PRI 0467693 (00467693),ADOPTION UK,30.00,Clubs/Associations/Organisations,Charitable organisations
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,58.70,Mail Order / Direct Selling,Direct sales companies
11/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,63.81,Mail Order / Direct Selling,Direct sales companies
11/07/2014,DCC-BASSETTS FARM PR 0487469 (00487469),Amazon EU,21.08,Mail Order / Direct Selling,Direct sales companies
11/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon EU,8.49,Mail Order / Direct Selling,Direct sales companies
11/07/2014,DCC COURT OF PROTECT-C 0509893 (00509893),DFS,757.00,General Retail and Wholesale,Furniture & home furnishing
11/07/2014,DCC BUCKLAND BREWER SCH (00447141),MORRISONS STORES,11.63,General Retail and Wholesale,Grocery stores
11/07/2014,DCC BUCKLAND BREWER SCH (00447141),MORRISONS STORES,2.52,General Retail and Wholesale,Grocery stores
11/07/2014,DCC - DAVEY COURT - C 0467695 (00467695),TESCO STORE 2487,172.73,General Retail and Wholesale,Grocery stores
11/07/2014,DCC CHARLTON LODGE C0554043 (00554043),TESCO STORES 5138,80.38,General Retail and Wholesale,Grocery stores
11/07/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,12.00,General Retail and Wholesale,Grocery stores
11/07/2014,DCC - WITHERIDGE PRIM SCHOOL (00347015),W M MORRISONS,5.60,General Retail and Wholesale,Grocery stores
11/07/2014,D C C WESTCROFT JUNIOR SCHOOL (00246992),WWW.VANCOMPARE.COM,375.54,Financial Services,"Insurance sales, underwritering, premiums"
11/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),W M MORRISON,3.25,Automotive Fuel,Service stations
11/07/2014,DCC - WITHERIDGE PRIM SCHOOL (00347015),WGF HUNT & SON,28.00,Leisure Activities,Trailer parks & camp sites
11/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),HOTELS COM117643053412,194.65,Travel - Air/Rail/Road,Travel agencies
11/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ALEXANDRA WEBSITE,41.96,Business Clothing and Footwear,Uniforms & commercial clothing
12/07/2014,DCC - ST ANDREWS PRI 0467693 (00467693),Amazon  Mktplce EU-UK,165.00,Books and Periodicals,Book stores
12/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,43.94,Mail Order / Direct Selling,Direct sales companies
12/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,57.08,Mail Order / Direct Selling,Direct sales companies
12/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),Amazon EU,10.02,Mail Order / Direct Selling,Direct sales companies
12/07/2014,DCC WILLAND SCH-C 0509473 (00509473),APPLE STORE R279,199.00,General Retail and Wholesale,Electronics shops
12/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORES 6269,8.00,General Retail and Wholesale,Grocery stores
13/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,11.94,Books and Periodicals,Book stores
13/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),TESCO-STORES-6106,17.65,General Retail and Wholesale,Grocery stores
13/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),TESCO-STORES-6106,21.87,General Retail and Wholesale,Grocery stores
13/07/2014,DCC WHITCHURCH - C 0559309 (00559309),WM MORRISONS,7.75,General Retail and Wholesale,Grocery stores
14/07/2014,D C C WESTCROFT JUNIOR SCHOOL (00246992),Amazon  Mktplce EU-UK,26.90,Books and Periodicals,Book stores
14/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,48.50,Books and Periodicals,Book stores
14/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,179.99,Books and Periodicals,Book stores
14/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,284.99,Books and Periodicals,Book stores
14/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),Amazon  Mktplce EU-UK,9.89,Books and Periodicals,Book stores
14/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,14.72,Books and Periodicals,Book stores
14/07/2014,D C C WESTCROFT JUNIOR SCHOOL (00246992),HP TRUPRINT NEWTON,64.39,General Retail and Wholesale,Camera & photographic supply shop
14/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),UNIFORMWORKS,80.85,General Retail and Wholesale,Children/infants shops
14/07/2014,D C C WESTCROFT JUNIOR SCHOOL (00246992),Amazon EU,27.20,Mail Order / Direct Selling,Direct sales companies
14/07/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,24.66,Mail Order / Direct Selling,Direct sales companies
14/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,199.90,Mail Order / Direct Selling,Direct sales companies
14/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,10.99,Mail Order / Direct Selling,Direct sales companies
14/07/2014,DCC-BASSETTS FARM PR 0487469 (00487469),ASDA STORES 7134,82.52,General Retail and Wholesale,Grocery stores
14/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),BIDDERS,20.00,General Retail and Wholesale,Grocery stores
14/07/2014,DCC-OUR SCH. FED-0467699 (00467699),SAINSBURYS S/MKTS,16.00,General Retail and Wholesale,Grocery stores
14/07/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORE 2083,76.16,General Retail and Wholesale,Grocery stores
14/07/2014,DCC CHARLTON LODGE C0554043 (00554043),TESCO STORES 5138,50.80,General Retail and Wholesale,Grocery stores
14/07/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,7.39,General Retail and Wholesale,Grocery stores
14/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),TESCO STORES 6269,81.96,General Retail and Wholesale,Grocery stores
14/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),TESCO STORES 6269,55.21,General Retail and Wholesale,Grocery stores
14/07/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),WM MORRISONS,36.26,General Retail and Wholesale,Grocery stores
14/07/2014,DCC WHITCHURCH - C 0559309 (00559309),WM MORRISONS,37.86,General Retail and Wholesale,Grocery stores
14/07/2014,DCC-HALDON VIEW-0485401 (00485401),TOOLSTATION LTD,14.46,General Retail and Wholesale,Hardware stores
14/07/2014,DCC - WITHERIDGE PRIM SCHOOL (00347015),WWW.FINDMYPAST.CO.UK,9.95,Clubs/Associations/Organisations,Membership organisations
14/07/2014,D C C - BIDEFORD COLLEGE (00247481),AWARDBOARD TROPHIES,78.71,Miscellaneous Industrial/Commercial Supplies,Misc business services
14/07/2014,DCC WILLAND SCH-C 0509473 (00509473),WWW.AWARDSCENTRE.ORG,75.96,General Retail and Wholesale,Miscellaneous retail
14/07/2014,DCC-BASSETTS FARM PR 0487469 (00487469),REDWOOD PHOTOGRAPH,17.50,"Office Stationery, Equipment and Supplies",Photocopy & reproduction services
14/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),WWW.CARTRIDGEMONKEY.CO,150.79,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
14/07/2014,DCC CDPLS - C (00451587),CREALY GRT ADV PK DEVON,63.60,Leisure Activities,Tourist attractions and exhibitions
14/07/2014,DCC CDPLS - C (00451587),CREALY GRT ADV PK DEVON,79.50,Leisure Activities,Tourist attractions and exhibitions
14/07/2014,DCC CDPLS - C (00451587),CREALY GRT ADV PK DEVON,63.60,Leisure Activities,Tourist attractions and exhibitions
15/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),ATRIUM-CANVAS.CO.,29.99,General Retail and Wholesale,Art dealers & galleries
15/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,69.45,Books and Periodicals,Book stores
15/07/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,0.99,Books and Periodicals,Book stores
15/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,125.98,Books and Periodicals,Book stores
15/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,70.00,Books and Periodicals,Book stores
15/07/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,903.76,Books and Periodicals,Book stores
15/07/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,31.85,Books and Periodicals,Book stores
15/07/2014,DCC SOUTH MOLTON COMMUNITY COL (00320917),BOOKDEPOSITORY.COM,149.50,Books and Periodicals,Book stores
